"common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","location_type","zipcode","neighborhood","location_name","ward","district","overhead_utility","diameter_breast_height_CM","condition","height_M","percent_population"
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kousa dogwood","Cornus kousa","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden rain tree","Koelreuteria paniculata","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden rain tree","Koelreuteria paniculata","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden rain tree","Koelreuteria paniculata","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shumard oak","Quercus shumardii","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shumard oak","Quercus shumardii","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shumard oak","Quercus shumardii","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.7733977,36.1654234,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"species",NA,"Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.772139,36.164127,"Titans Wy","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7804127,36.1657791,"Deaderick St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honey locust","Gleditsia triacanthos","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paperbark maple","Acer griseum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar maple","Acer saccharum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar maple","Acer saccharum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar maple","Acer saccharum","Nashville","Tennessee",-86.77598,36.158861,"401 Demonbreun St","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
